source_url,source_body_field,target_url,anchor_text,position_in_field,action,reason
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/lp/study-loan-eligibility,No Collateral Required. Approval Based on Student Potential. Check Your Eligibility,0,KEEP,compliant
/site/blog/ireland-vs-canada,post-body,/site/lp/study-loan-eligibility,Get your Loan Disbursed 10 times Faster than Banks. Apply Now.,1,KILL,duplicate-target
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/blog/cost-of-living-in-canada,cost of living in Canada in 2026,1,KEEP,compliant
/site/blog/ireland-vs-canada,post-body,/site/blog/ms-in-ireland-explore-programs,MS in Ireland,2,KEEP,compliant
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/blog/cost-of-living-in-ireland-for-indian-students,cost of living in Ireland,2,KEEP,compliant
/site/blog/ireland-vs-canada,post-body,/site/blog/pursue-an-mba-in-ireland,MBA in Ireland,3,KEEP,compliant
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/lp/study-loan-eligibility,"Not with Propelld! Yes, You Don't Need a Collateral for an Education Loan with Propelld. Check Out Now!",3,KILL,duplicate-target
/site/blog/ireland-vs-canada,post-body,/site/lp/study-loan-eligibility,"Unlock Fast, Collateral-Free Education Loans with Propelld Today!",4,KILL,duplicate-target
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/lp/study-loan-eligibility,"Not Just Tuition Fees, But Other Expenses Also Covered. Simplified Processing, Dedicated Support",4,KILL,duplicate-target
/site/blog/ireland-vs-canada,post-body,/site/blog/ms-in-canada,MS in Canada,5,KEEP,compliant
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/lp/study-loan-eligibility,Flexible Criteria for Co- Applicant Eligibility. Check Propelld Education Loans.,5,KILL,duplicate-target
/site/blog/ireland-vs-canada,post-body,/site/blog/pgdm-in-canada,PGDM in Canada,6,KEEP,compliant
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/lp/study-loan-eligibility,Minimal Documentation. Application to Disbursement- In Just 3 steps! Check Your Eligibility.,6,KILL,duplicate-target
/site/blog/ireland-vs-canada,post-body,/site/lp/study-loan-eligibility,Get Education Loan for Any College in India. 100% Fees Financed- Propelld Education Loan,7,KILL,duplicate-target
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,7,KILL,duplicate-target
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,8,KILL,duplicate-target
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/lp/study-loan-eligibility,Propelld,9,KILL,duplicate-target
/site/blog/ireland-vs-canada,post-body-2nd-half,/site/blog/education-loan-for-ireland,"Everything You Should Know About Education Loan for Ireland: Eligibility, Interest Rates and How to Apply!",10,KEEP,compliant
/site/blog/ireland-vs-uk,post-body,/site/lp/study-loan-eligibility,‍‍Get your Loan Disbursed 10 times Faster than Banks. Apply Now.,0,KEEP,compliant
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/blog/ms-in-uk-universities-expenses-jobs,"MS in the UK: Universities, Expenses, Jobs",0,KEEP,compliant
/site/blog/ireland-vs-uk,post-body,/site/lp/study-loan-eligibility,‍‍Get your Loan Disbursed 10 times Faster than Banks. Click to Know How!,1,KILL,duplicate-target
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/blog/pursue-an-mba-in-ireland,Pursue an MBA in Ireland,1,KEEP,compliant
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/lp/study-loan-eligibility,"Not with Propelld! Yes, You Don't Need a Collateral for an Education Loan with Propelld. Check Out Now!",2,KILL,duplicate-target
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/blog/cost-of-living-in-ireland-for-indian-students,Cost of Living in Ireland for Indian Students in 2025,3,KEEP,compliant
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/lp/study-loan-eligibility,"Unlock Fast, Collateral-Free Education Loans with Propelld Today!",4,KILL,duplicate-target
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/blog/how-to-study-abroad-for-free,How to Study Abroad for Free in 2024: Top Scholarships & More,5,REVIEW,cross-category
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/lp/study-loan-eligibility,Propelld,6,KILL,duplicate-target
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,7,KILL,duplicate-target
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,8,KILL,duplicate-target
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/lp/study-loan-eligibility,Apply with Propelld now,9,KILL,duplicate-target
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/blog/ms-in-ireland-explore-programs,"MS in Ireland: Explore Programs, Costs, and Eligibility",10,KEEP,compliant
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/blog/guide-to-study-abroad-after-12th,"Guide to Study Abroad After 12th: Exams, Universities & More",11,KEEP,compliant
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/blog/australia-study-abroad,"Australia Study Abroad: Top Universities, Courses, Visa & Costs",12,KEEP,compliant
/site/blog/ireland-vs-uk,post-body-2nd-half,/site/blog/germany-study-abroad,"Germany Study Abroad: Explore Costs, Universities & More",13,KEEP,compliant
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/blog/cat-exam-date-2025,CAT,0,KEEP,compliant
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/blog/xat-exam-date-2025,XAT,1,KEEP,compliant
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/blog/pgdm-course-details,Post Graduate Diploma in Management (PGDM),2,REVIEW,cross-category
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/lp/study-loan-eligibility,Fund College Fees + Living Expenses,3,KEEP,compliant
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/blog/education-loan-for-diploma,Best Education Loan for Diploma Course in India,5,KEEP,compliant
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/lp/study-loan-eligibility,Dream College? We'll Fund It,6,KILL,duplicate-target
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/blog/gmat-exam,GMAT,7,REVIEW,cross-category
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site,Propelld’s,9,KEEP,compliant
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/lp/study-loan-eligibility,Apply with Propelld,10,KILL,duplicate-target
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/blog/executive-mba-education-loan,Executive MBA Education Loan: Interest Rate and Key Details,11,KEEP,compliant
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/top-college/top-mba-colleges-in-gurgaon,Top MBA Colleges in Gurgaon,12,KEEP,compliant
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/blog/mba-colleges-in-bangalore,"MBA Colleges in Bangalore: Rankings, Fees, and Admission Details",13,KEEP,compliant
/site/blog/irmasat-exam-2025-check-pgdrm-eligibility,post-body,/site/blog/top-mba-colleges-in-mumbai,"Top MBA Colleges in Mumbai 2024: Fees, Admission, Placements",14,REVIEW,cross-category
/site/blog/is-credila-education-loan-safe-read-this-before-you-sign-anything,post-body,/site/lp/study-loan-eligibility,Get an Education Loan 10X Faster than Banks.,0,KEEP,compliant
/site/blog/is-credila-education-loan-safe-read-this-before-you-sign-anything,post-body,/site/blog/credila-vs-sbi-education-loan,Credila Vs SBI education loans,3,KEEP,compliant
/site/blog/is-credila-education-loan-safe-read-this-before-you-sign-anything,post-body,/site/lp/study-loan-eligibility,"Minimal Docs, Maximum Approval - Apply Now",6,KILL,duplicate-target
/site/blog/is-credila-education-loan-safe-read-this-before-you-sign-anything,post-body,/site/blog/education-loan-sanction-letter,master the education loan sanction process,7,KEEP,compliant
/site/blog/is-credila-education-loan-safe-read-this-before-you-sign-anything,post-body,/site,Propelld,8,KEEP,compliant
/site/blog/is-credila-education-loan-safe-read-this-before-you-sign-anything,post-body,/site/lp/study-loan-eligibility,explore & apply with Propelld today,9,KILL,duplicate-target
/site/blog/is-credila-education-loan-safe-read-this-before-you-sign-anything,post-body,/site/blog/education-loan-for-abroad-studies,Education Loan for Abroad Studies: A Comprehensive Guide,10,REVIEW,cross-category
/site/blog/is-credila-education-loan-safe-read-this-before-you-sign-anything,post-body,/site/blog/education-loan-for-ms-abroad,Education Loan for MS Abroad: Eligibility & Interest Rates,11,KEEP,compliant
/site/blog/is-credila-education-loan-safe-read-this-before-you-sign-anything,post-body,/site/blog/federal-bank-education-loan,Federal Bank Education Loan: Interest Rates and Application,12,KEEP,compliant
/site/blog/is-credila-education-loan-safe-read-this-before-you-sign-anything,post-body,/site/blog/banks-that-give-education-loans-without-collateral-for-abroad,Banks That Give Education Loans without Collateral for Abroad,13,KEEP,compliant
/site/blog/is-education-loan-worth-it,post-body,/site/lp/study-loan-eligibility,Get Education Loan for Any College in India. 100% Fees Financed- Propelld Education Loan,0,KEEP,compliant
/site/blog/is-education-loan-worth-it,post-body,/site/blog/how-to-increase-cibil-score,How to increase CIBIL score - 10 Easy Tips,1,REVIEW,cross-category
/site/blog/is-education-loan-worth-it,post-body,/site/blog/best-country-to-study-abroad,Best Country to Study Abroad for Indian Students in 2025,2,REVIEW,cross-category
/site/blog/is-education-loan-worth-it,post-body,/site/lp/study-loan-eligibility,Get upto 100% Education Fees Financed with Propelld. Simplified  Processing  Dedicated Support.,3,KILL,duplicate-target
/site/blog/is-education-loan-worth-it,post-body,/site/lp/study-loan-eligibility,‍Minimal Documentation. Higher Chances of Approval. Easy Online Processes. Check Your Eligibility.,4,KILL,duplicate-target
/site/blog/is-education-loan-worth-it,post-body,/site/lp/study-loan-eligibility,Get your Loan Disbursed 10 times Faster than Banks. Apply Now.,5,KILL,duplicate-target
/site/blog/is-education-loan-worth-it,post-body,/site/blog/how-to-get-an-education-loan-for-abroad-studies-in-2024,How to Get an Education Loan for Abroad Studies in 2024?,6,KEEP,compliant
/site/blog/is-education-loan-worth-it,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,7,KILL,duplicate-target
/site/blog/is-education-loan-worth-it,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,8,KILL,duplicate-target
/site/blog/is-education-loan-worth-it,post-body,/site/lp/study-loan-eligibility,Propelld,9,KILL,duplicate-target
/site/blog/is-education-loan-worth-it,post-body,/site/lp/study-loan-eligibility,Apply now with Propelld,10,KILL,duplicate-target
/site/blog/is-education-loan-worth-it,post-body,/site/blog/banks-that-give-education-loans-without-collateral-for-abroad,Banks That Give Education Loans without Collateral for Abroad,11,KEEP,compliant
/site/blog/is-education-loan-worth-it,post-body,/site/blog/education-loan-in-maharashtra,Education Loan in Maharashtra 2024: Interest Rates & How to Apply,12,KEEP,compliant
/site/blog/is-education-loan-worth-it,post-body,/site/blog/education-loan-in-rajasthan,"Education Loan in Rajasthan: Quick Approval, Low Interest Rates!",13,KEEP,compliant
/site/blog/is-education-loan-worth-it,post-body,/site/blog/education-loan-for-mbbs-in-russia,"Education Loan for MBBS in Russia: Lenders, ROI & How to Apply",14,KEEP,compliant
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/site/lp/study-loan-eligibility,Get an Education Loan 10X Faster than Banks.,0,KEEP,compliant
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/site/lp/study-loan-eligibility,"Minimal Docs, Maximum Approval - Apply Now",2,KILL,duplicate-target
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/,,3,REWRITE,empty-anchor
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/site/lp/study-loan-eligibility,Propelld,4,KILL,duplicate-target
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/site/blog/credila-vs-sbi-education-loan,Credila vs SBI education loan,5,KEEP,compliant
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/site/lp/study-loan-eligibility,Propelld,8,KILL,duplicate-target
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/site/lp/study-loan-eligibility,explore & apply with Propelld today!,9,KILL,duplicate-target
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/site/blog/education-loan-for-abroad-studies,Education Loan for Abroad Studies: A Comprehensive Guide,10,REVIEW,cross-category
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/site/blog/education-loan-for-ms-abroad,Education Loan for MS Abroad: Eligibility & Interest Rates,11,KEEP,compliant
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/site/blog/federal-bank-education-loan,Federal Bank Education Loan: Interest Rates and Application,12,KEEP,compliant
/site/blog/is-hdfc-credila-good-for-education-loan-a-practical-analysis,post-body,/site/blog/banks-that-give-education-loans-without-collateral-for-abroad,Banks That Give Education Loans without Collateral for Abroad,13,KEEP,compliant
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/lp/study-loan-eligibility,Get an Education Loan 10X Faster than Banks.,0,KEEP,compliant
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/blog/nbfc-education-loan,NBFCs,1,KEEP,compliant
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/lp/study-loan-eligibility,"Minimal Docs, Maximum Approval - Apply Now",2,KILL,duplicate-target
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/blog/education-loan-tax-benefit-section-80e,tax exemptions for education loans,3,REVIEW,cross-category
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/blog/education-loan-tax-benefit-section-80e,Section 80E of the Income Tax Act,4,KILL,duplicate-target
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/lp/study-loan-eligibility,Propelld,5,KILL,duplicate-target
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/lp/study-loan-eligibility,Explore Propelld Education Loans,6,KILL,duplicate-target
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/blog/myths-vs-facts-about-education-loans,Myths vs Facts about Education Loans,7,KEEP,compliant
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/blog/gst-on-education-loan,GST on Education Loan: Understanding Charges and Exemptions in 2025,8,KEEP,compliant
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/blog/education-loan-without-collateral,Get Education Loan without Collateral,9,KEEP,compliant
/site/blog/itr-requirement-for-education-loan,post-body-2nd-half,/site/blog/understanding-the-role-of-a-cosigner-in-education-loans,Understanding the Role of a Cosigner in Education Loans,10,KEEP,compliant
